"Action Logs","Action Logs",module,Magento_AsynchronousOperations
"New View","New View",module,Magento_Ui
"%store_name: Return #%increment_id update","%store_name: Return #%increment_id update",module,Magento_Rma
"start typing to search attribute","почніть друкувати для пошуку атрибуту",module,Magento_Catalog
"label_value' 'label_value' 'frontend_label","label_value' 'label_value' 'frontend_label",module,Magento_Weee
"Last name is too long.","Прізвище задовге.",module,Magento_Braintree
"Failed to save new media gallery entry.","Не вдалося зберегти новий запис у медіа-галереї.",module,Magento_Catalog
"Shipping To","Shipping To",module,Magento_Multishipping
"Gift Card max amount is %1","Gift Card max amount is %1",module,Magento_GiftCard
"The "test/test/test" path does not exists","The "test/test/test" path does not exists",module,Magento_Config
"Edit "%1" Integration","Edit "%1" Integration",module,Magento_Integration
"Store Phone Number","Номер Телефону Магазину",module,Magento_Backend
"Date Ranges","Date Ranges",module,Magento_CustomerSegment
"Backordered","Backordered",module,Magento_Sales
"N/A. No response","N/A. No response",module,Magento_Paypal
"The "%1" Cart doesn't contain products.","The "%1" Cart doesn't contain products.",module,Magento_Quote
"Product Name","Назва товару",module,Magento_Bundle
"This is a required option.","Це є обов'язкова опція.",module,Magento_NegotiableQuote
"Data Type for Saving in Database","Тип даних для збереження у базі даних",module,Magento_Catalog
"Skip error entries","Skip error entries",module,Magento_ImportExport
"Sample","Sample",module,Magento_Downloadable
"If disabled, all report events will be disabled","If disabled, all report events will be disabled",module,Magento_Reports
"to","до",module,Magento_Rule
"Email Copy of Invoice","Email Copy of Invoice",module,Magento_Sales
"End","Закінчення",module,Magento_CatalogRule
"Cannot delete comment with id %1","Cannot delete comment with id %1",module,Magento_NegotiableQuote
"Country comparison check","Country comparison check",module,Magento_Worldpay
"All","Всі",module,Magento_Integration
"The order no longer exists.","The order no longer exists.",module,Magento_Shipping
"Installed Currencies","Installed Currencies",module,Magento_Directory
"Keywords","Ключові слова",module,Magento_Cms
"Show Content as","Показати зміст як",module,Magento_CheckoutAgreements
""%1" is a required value.",""%1" is a required value.",module,Magento_Customer
"Converting Invitation to Customer","Converting Invitation to Customer",module,Magento_Reward
"-- Please Select --","-- Виберіть --",module,Magento_Catalog
"Your company registration request (for the <strong>%company_name</strong>),module,Magento_Company has been approved and you have been set as the Company Admin.,module,Magento_Company You can now create and manage your company structure.,module,Magento_Company Your company members are able to request quotes, create requisition lists,,module,Magento_Company and use other B2B features.","Your company registration request (for the <strong>%company_name</strong>),module,Magento_Company has been approved and you have been set as the Company Admin.,module,Magento_Company You can now create and manage your company structure.,module,Magento_Company Your company members are able to request quotes, create requisition lists,,module,Magento_Company and use other B2B features.",module,Magento_Company
"Read More","Read More",module,Magento_Marketplace
"Valid Website","Valid Website",module,Magento_Invitation
"We prefer PayPal (150 X 60)","We prefer PayPal (150 X 60)",module,Magento_Paypal
"This message will be shown in the shopping cart when the subtotal (after discount) is lower than the minimum allowed amount.","This message will be shown in the shopping cart when the subtotal (after discount) is lower than the minimum allowed amount.",module,Magento_NegotiableQuote
"Unable to convert company credit. Please try again later or contact store administrator.","Unable to convert company credit. Please try again later or contact store administrator.",module,Magento_CompanyCredit
"Follow this link to unsubscribe <!-- This tag is for unsubscribe link  --><a href="{{var subscriber.getUnsubscriptionLink()}}">{{var subscriber.getUnsubscriptionLink()}}</a>","Follow this link to unsubscribe <!-- This tag is for unsubscribe link  --><a href="{{var subscriber.getUnsubscriptionLink()}}">{{var subscriber.getUnsubscriptionLink()}}</a>",module,Magento_Newsletter
"Base URLs (Secure)","Базові URL-адреси (Безпечні)",module,Magento_Backend
"Reason for Rejection","Reason for Rejection",module,Magento_Company
"Report Date","Report Date",module,Magento_Paypal
"Refund to Company Credit","Refund to Company Credit",module,Magento_CompanyCredit
"We can't add the item to Wish List right now.","We can't add the item to Wish List right now.",module,Magento_Wishlist
"Go back","Назад",module,Magento_Customer
"N/A. The merchant has not implemented CVV2 code handling","N/A. The merchant has not implemented CVV2 code handling",module,Magento_Paypal
"* Required Fields","* Обов'язкові поля",module,Magento_Review
"Solr Server Port","Solr Server Port",module,Magento_Solr
"Catalog Total Price (Incl. Tax)","Catalog Total Price (Incl. Tax)",module,Magento_NegotiableQuote
"Tier Pricing","Ярусне Ціноутворення",module,Magento_Sales
"Comment","Коментар",module,Magento_Wishlist
"Please Select","Виберіть, будь ласка",module,Magento_B2b
"Leave a box blank if you don't want to add a gift message for that item.","Leave a box blank if you don't want to add a gift message for that item.",module,Magento_GiftMessage
"Submitted","Submitted",module,Magento_NegotiableQuote
"Unknown service","Unknown service",module,Magento_Rma
"Enable Archiving","Enable Archiving",module,Magento_SalesArchive
"This account is locked.","This account is locked.",module,Magento_Company
"Inviter Information","Inviter Information",module,Magento_Invitation
"in rows:","in rows:",module,Magento_ImportExport
"Action","Дія",module,Magento_GiftCard
"No image","No image",module,Magento_GiftWrapping
"Payment from Applicable Countries","Платіж з Відповідних Країн",module,Magento_Braintree
"New Rule","Нове правило",module,Magento_CatalogRule
"Default Cookie Settings","Типові параметри Cookie",module,Magento_Cookie
"Associated Products","Associated Products",module,Magento_NegotiableQuote
"Design Theme","Дизайн Теми",module,Magento_Widget
"Failed","Не вдалося",module,Magento_Support
"Hold for Dispute Investigation","Hold for Dispute Investigation",module,Magento_Paypal
"Could not save company: %1","Could not save company: %1",module,Magento_Company
"Please specify a payment method.","Please specify a payment method.",module,Magento_Multishipping
"Are you sure you want to remove all items from your Compare Products list?","Ви впевнені, що хочете видалити усі товари з вашого списку товарів для порівняння?",module,Magento_Catalog
"%1","%1",module,Magento_Sales
"This link is not allowed.","This link is not allowed.",module,Magento_Ui
"Please confirm site switching. All data that hasn't been saved will be lost.","Будь ласка, підтвердіть зміну сайту. Всі незбережені дані буде втрачено.",module,Magento_Catalog
"Save as a New Update","Зберегти як нове оновлення",module,Magento_SalesRuleStaging
"Banners","Банери",module,Magento_Banner
"Remove Row","Вилучити рядок",module,Magento_QuickOrder
"Could not find a cart address with ID "%cart_address_id"","Не вдалося знайти адресу з ідентифікатором "%cart_address_id"",module,Magento_QuoteGraphQl
"Option with id "%1" not found","Параметр з id "%1" не знайдений",module,Magento_ConfigurableProduct
"Shipping Excl. Tax (%1)","Shipping Excl. Tax (%1)",module,Magento_Tax
"Delete Selected Group","Видалити вибрану групу",module,Magento_Catalog
"This attribute is used in configurable products.","This attribute is used in configurable products.",module,Magento_ConfigurableProduct
"Specified","Specified",module,Magento_Sales
"An error occurred on the server. Please try to place the order again.","На сервері сталася помилка. Будь ласка, спробуйте розмістити замовлення знову.",module,Magento_Checkout
"Fixed","Фіксована",module,Magento_Catalog
"ID","Ідентифікатор",module,Magento_CustomerSegment
"Redeemable","Redeemable",module,Magento_GiftCardAccount
"Quote","Quote",module,Magento_NegotiableQuote
"Swatches per Product","Swatches per Product",module,Magento_Swatches
"Add to Order","Додати до замовлення",module,Magento_AdvancedCheckout
"Reason","Введіть причину",module,Magento_Checkout
"General Information","Загальна інформація",module,Magento_Banner
"There is already an account with this email address. If you are sure that it is your email address, <a href="%1">click here</a> to get your password and access your account.","There is already an account with this email address. If you are sure that it is your email address, <a href="%1">click here</a> to get your password and access your account.",module,Magento_Customer
"Wishlist","Список бажань",module,Magento_MultipleWishlist
"Quote name","Quote name",module,Magento_NegotiableQuote
"Import Behavior","Import Behavior",module,Magento_ScheduledImportExport
"Please make sure your passwords match.","Переконайтеся, що ваші паролі співпадають.",lib,web
"Move to Wish List","Перемістити до списку бажань",module,Magento_Sales
"This shipping method is not available. To use this shipping method, please contact us.","This shipping method is not available. To use this shipping method, please contact us.",module,Magento_Quote
"Please enter the last name.","Please enter the last name.",module,Magento_Sales
"Refresh","Оновити",module,Magento_Reports
"You have no default billing address in your address book.","У Вас немає адреси виставлення рахунка за промовчанням у Вашій адресній книзі.",module,Magento_Customer
"The file is empty. Please choose another one","Файл є порожнім. Будь ласка, оберіть інший",module,Magento_Catalog
"Display Shipping Amount","Display Shipping Amount",module,Magento_Tax
"Design Theme","Дизайн Теми",module,Magento_Config
"UPS Express Box","UPS Express Box",module,Magento_Ups
"The invitation to %1 converted into an order.","The invitation to %1 converted into an order.",module,Magento_Reward
"Invalid Document \n%1","Invalid Document \n%1",module,Magento_Doc
",module,Magento_Ui formElements/*[name(.)=../../@formElement]/settings/caption,module,Magento_Ui ",",module,Magento_Ui formElements/*[name(.)=../../@formElement]/settings/caption,module,Magento_Ui ",module,Magento_Ui
"item","позиція",module,Magento_Checkout
"%1 cache type(s) enabled.","%1 тип(ів) кешу ввімкнуто.",module,Magento_Backend
"Yes","Так",module,Magento_CustomAttributeManagement
"Order tracking","Order tracking",module,Magento_Shipping
"-- All --","-- All --",module,Magento_GiftRegistry
"Add to Wish List","Додати до Списку Бажань",module,Magento_Catalog
"System","Система",module,Magento_Backup
"Other Settings","Інші Налаштування",module,Magento_Theme
"Add Products to Option","Додати товари до опції",module,Magento_Bundle
"Applies To","Застосовується до",module,Magento_Banner
"Virtual, Downloadable, and virtual Gift Card products cannot be added to gift registries.","Virtual, Downloadable, and virtual Gift Card products cannot be added to gift registries.",module,Magento_GiftRegistry
"Email Returns Confirmation","Email Returns Confirmation",module,Magento_Rma
"Move to Archive","Move to Archive",module,Magento_SalesArchive
"API Key","API Key",module,Magento_Directory
"Scope","Область використання",module,Magento_Catalog
"The attribute model is not defined.","Модель атрибуту не визначена.",module,Magento_Catalog
"Consumer Settings","Consumer Settings",module,Magento_Integration
"Could not delete the RMA tracking.","Could not delete the RMA tracking.",module,Magento_Rma
"Delete Template","Видалити шаблон",module,Magento_Newsletter
"Save","Зберегти",module,Magento_CompanyCredit
"The "%1" country in row number "%2" is incorrect. Verify the country and try again.","The "%1" country in row number "%2" is incorrect. Verify the country and try again.",module,Magento_OfflineShipping
"Coupon","Coupon",module,Magento_SalesRule
"Meta Information","Meta інформація",module,Magento_AsynchronousOperations
"There is no MediaGalleryEntryConverter for given type","Немає MediaGalleryEntryConverter для заданого типу",module,Magento_Catalog
"Daily","Щоденно",module,Magento_Logging
"Please correct the server type.","Please correct the server type.",module,Magento_ScheduledImportExport
"The credit card type field needs to be provided. Select the field and try again.","The credit card type field needs to be provided. Select the field and try again.",module,Magento_Cybersource
"Name","Назва",module,Magento_Braintree
"Ordered","Замовлено",module,Magento_Reports
"Special Price","Спеціальна ціна",module,Magento_ConfigurableProduct
"New Template","Новий шаблон",module,Magento_Newsletter
"Replace","Replace",module,Magento_ImportExport
"Shipping Method","Спосіб доставки",theme,frontend/Magento/luma
"Shop now using (150 X 60)","Shop now using (150 X 60)",module,Magento_Paypal
"CVV result","CVV result",module,Magento_Worldpay
"We can't find the product.","Ми не можемо знайти товар.",module,Magento_Checkout
"Subscribers From","Subscribers From",module,Magento_Newsletter
"The file options format is not valid.","Неприпустимий формат опцій файлу.",module,Magento_Catalog
"Invalid data provided","Invalid data provided",module,Magento_SalesRule
"Admin Secret Key","Admin Secret Key",module,Magento_Cybersource
"You saved the rule.","Ви зберегли правило.",module,Magento_TargetRule
"Event Code","Event Code",module,Magento_Paypal
"Message from %sender_name:","Message from %sender_name:",module,Magento_GiftCard
"Sender Name","Ім'я Відправника",module,Magento_GiftCard
"Invited Customers","Invited Customers",module,Magento_Invitation
"Debug","Відладка",module,Magento_Fedex
"Sales Archive","Sales Archive",module,Magento_SalesArchive
"Are you sure?","Ви впевнені?",module,Magento_Backend
"Corrupted Categories Data","Пошкоджено дані категорій",module,Magento_Support
"Status","Статус",module,Magento_SalesRuleStaging
"Large","Великий",module,Magento_Paypal
"There are no products in this option.","Немає товарів у цій опції.",module,Magento_Bundle
"Logs","Logs",module,Magento_Support
"Customer Attributes","Customer Attributes",module,Magento_CustomerCustomAttributes
"Pounds","Pounds",module,Magento_Fedex
"Entity Types","Entity Types",module,Magento_Support
"The quote total specified is unknown. Verify the total and try again.","The quote total specified is unknown. Verify the total and try again.",module,Magento_Reminder
"The entity type is invalid. Verify the entity type and try again.","The entity type is invalid. Verify the entity type and try again.",module,Magento_Eav
"Total Invoiced vs. Paid Report","Total Invoiced vs. Paid Report",module,Magento_Reports
"Disabled by Default","Disabled by Default",module,Magento_Cms
"%1 is required.","Необхідно вказати %1.",module,Magento_CatalogEvent
"Provided downloadable link is not related to given product.","Provided downloadable link is not related to given product.",module,Magento_Downloadable
"Cancel","Скасувати",module,Magento_Company
"Reports","Звіти",module,Magento_Reports
"Maximum Qty Allowed for Shipping to Multiple Addresses","Maximum Qty Allowed for Shipping to Multiple Addresses",module,Magento_Multishipping
"Something went wrong while sending invitations.","Something went wrong while sending invitations.",module,Magento_Invitation
"Please specify the quantity of product(s).","Please specify the quantity of product(s).",module,Magento_GroupedProduct
"Web Site","Веб-сайт",module,Magento_Customer
"Qty","Кіл-ть",module,Magento_Paypal
"User Roles","Ролі Користувачів",module,Magento_User
"ID","Ідентифікатор",module,Magento_CmsStaging
"You cannot add "%1" to the cart.","Ви не можете додати "%1" у кошик.",module,Magento_CatalogPermissions
"Create New Status","Create New Status",module,Magento_Sales
"Email","Електронна пошта",module,Magento_Catalog
"Conditions Combination","Умови комбінації",module,Magento_SalesRule
"Cannot update Case entity.","Cannot update Case entity.",module,Magento_Signifyd
"Refresh Status","Refresh Status",module,Magento_Support
"First-Class Mail International Letter","First-Class Mail International Letter",module,Magento_Usps
"Requested company is not found. Row ID: %fieldName = %fieldValue.","Requested company is not found. Row ID: %fieldName = %fieldValue.",module,Magento_CompanyCredit
"Are you sure you want to do this?","Ви справді бажаєте це зробити?",module,Magento_CatalogRule
"Wish List Items","Елементи Списку Бажань",module,Magento_MultipleWishlist
"Pallet","Pallet",module,Magento_Ups
"Default Recently Compared Products Count","Default Recently Compared Products Count",module,Magento_Reports
"Disable Guest Checkout if Cart Contains Downloadable Items","Disable Guest Checkout if Cart Contains Downloadable Items",module,Magento_Downloadable
"Group price must be a number greater than 0.","Групова ціна має бути числом, більшим за 0.",module,Magento_Catalog
"Payment capturing error.","Помилка блокування платежу.",module,Magento_Authorizenet
"This block no longer exists.","Цього блоку більше не існує.",module,Magento_Cms
"Shipment Comments","Shipment Comments",module,Magento_Sales
"Learn more","Дізнатися більше",module,Magento_Reward
"Actions","Дії",module,Magento_SalesRule
"Forgot and Reset Email Sender","Відправник Листа для Забутого і Скидання",module,Magento_Backend
"The JS file must be less than %1M.","The JS file must be less than %1M.",module,Magento_Theme
"This action is unavailable","This action is unavailable",module,Magento_Staging
"Messages Inbox","Вхідні повідомлення",module,Magento_AdminNotification
"The tokens could not be revoked.","The tokens could not be revoked.",module,Magento_Integration
"The maximum you may purchase is %1.","The maximum you may purchase is %1.",lib,web
"Collapse All","Згорнути все",module,Magento_Company
"Display Product Prices In Catalog","Display Product Prices In Catalog",module,Magento_Tax
"Cannot create quote","Cannot create quote",module,Magento_Quote
"Sorry, there was an error getting requested content. Please contact the store owner.","Sorry, there was an error getting requested content. Please contact the store owner.",module,Magento_Downloadable
"The "%1" command doesn't exist. Verify the command and try again.","The "%1" command doesn't exist. Verify the command and try again.",module,Magento_Payment
"More Information","Докладніше",module,Magento_Catalog
",module,Magento_ReleaseNotification <p>We’ll try to show it again the next time you sign in to Magento Admin.</p>,module,Magento_ReleaseNotification <p>To learn more about new features, see our latest Release Notes in,module,Magento_ReleaseNotification <a href="http://devdocs.magento.com/magento-release-information.html",module,Magento_ReleaseNotification target="_blank">DevDocs' Release Information</a>.,module,Magento_ReleaseNotification </p>",",module,Magento_ReleaseNotification <p>We’ll try to show it again the next time you sign in to Magento Admin.</p>,module,Magento_ReleaseNotification <p>To learn more about new features, see our latest Release Notes in,module,Magento_ReleaseNotification <a href="http://devdocs.magento.com/magento-release-information.html",module,Magento_ReleaseNotification target="_blank">DevDocs' Release Information</a>.,module,Magento_ReleaseNotification </p>",module,Magento_ReleaseNotification
"ID","Ідентифікатор",module,Magento_Reward
"Products Not Added to the Quote","Products Not Added to the Quote",module,Magento_NegotiableQuote
"Webhook URL should be set in your Cybersource account as Transaction Response Page.","Webhook URL should be set in your Cybersource account as Transaction Response Page.",module,Magento_Cybersource
"View Transaction Details","View Transaction Details",module,Magento_Paypal
"Start typing to find products","Start typing to find products",module,Magento_Catalog
"Magento Admin","Адмін-панель Magento",module,Magento_Backend
"The "%1" entity supplied is invalid. Verify the entity and try again.","The "%1" entity supplied is invalid. Verify the entity and try again.",module,Magento_Eav
"Invalid scope object","Invalid scope object",module,Magento_Store
"The comment is missing. Enter and try again.","The comment is missing. Enter and try again.",module,Magento_Sales
"No child sku found for product link.","No child sku found for product link.",module,Magento_CatalogGraphQl
"Order Id is required for creditmemo document","Order Id is required for creditmemo document",module,Magento_Sales
"Card Code Response","Відповідь коду картки",module,Magento_Authorizenet
"Make sure all required information is valid.","Make sure all required information is valid.",module,Magento_Tax
"Request content type must be application/json","Request content type must be application/json",module,Magento_GraphQl
"Credit card number is invalid.","Номер кредитної картки недійсний.",module,Magento_Braintree
"Admin Access Key","Admin Access Key",module,Magento_Cybersource
"Password Template Email Sender","Password Template Email Sender",module,Magento_Customer
"If you believe it is the right one you can ignore this notice.","Якщо ви вважаєте, що це є правильним ви можете проігнорувати це повідомлення.",module,Magento_Checkout
"Balance Change","Balance Change",module,Magento_CustomerBalance
"Please select a node.","Please select a node.",module,Magento_Catalog
"Title Prefix","Title Prefix",module,Magento_Theme
"Subscribe Customers by Default","Subscribe Customers by Default",module,Magento_Reward
"Message from %customer_name:","Message from %customer_name:",module,Magento_Wishlist
"Miscellaneous Feeds","Miscellaneous Feeds",module,Magento_Rss
"Change Status","Змінити стан",module,Magento_ScheduledImportExport
"Delete Page","Видалити сторінку",module,Magento_Cms
"Please enter the title.","Please enter the title.",module,Magento_GiftRegistry
"Purchase Order Number: %1","Purchase Order Number: %1",module,Magento_OfflinePayments
"Order Review","Order Review",module,Magento_Multishipping
"The field isn't complete.","Поле не заповнено.",lib,web
"Alt Text","Альт. текст",module,Magento_ConfigurableProduct
"You deleted the role.","You deleted the role.",module,Magento_User
"Gift Messages is not applicable for empty order","Gift Messages is not applicable for empty order",module,Magento_GiftMessage
"There are no printable documents related to selected orders.","There are no printable documents related to selected orders.",module,Magento_Sales
"Password Help","Довідка щодо пароля",module,Magento_User
"View Order","Переглянути замовлення",module,Magento_Downloadable
"Please request the correct customer segment.","Please request the correct customer segment.",module,Magento_CustomerSegment
"Product Name","Назва товару",module,Magento_Checkout
"Please enter a valid IP v4 address.","Будь ласка введіть правильну IP-адресу v4.",lib,web
"Customer Segment Report '%1'","Customer Segment Report '%1'",module,Magento_CustomerSegment
"not subscribed","not subscribed",module,Magento_CustomerSegment
"(Allow)","(Дозволити)",module,Magento_CatalogPermissions
"Free Shipping Amount Threshold","Free Shipping Amount Threshold",module,Magento_Usps
"You have %points_balance points that may be used in our store:","You have %points_balance points that may be used in our store:",module,Magento_Reward
"Payment method with vault and instant purchase support should be enabled.","Payment method with vault and instant purchase support should be enabled.",module,Magento_InstantPurchase
"Base Secure URL","Base Secure URL",module,Magento_Email
"New Review","New Review",module,Magento_Review
"Close","Закрити",module,Magento_Staging
"Could not cancel creditmemo","Could not cancel creditmemo",module,Magento_Sales
"All Forms","Всі форми",module,Magento_MultipleWishlist
"Approved","Approved",module,Magento_Review
"Manage Segments","Manage Segments",module,Magento_CustomerSegment
"Partner","Partner",module,Magento_Paypal
"Custom REST Events","Custom REST Events",module,Magento_Support
"%1 RMA(s) cannot be closed","%1 RMA(s) cannot be closed",module,Magento_Rma
"IP Address","IP Address",module,Magento_SendFriend
"Cannot delete this user.","Cannot delete this user.",module,Magento_Company
"Domestic express","Domestic express",module,Magento_Dhl
"Product URL Suffix","Product URL Suffix",module,Magento_CatalogUrlRewrite
"We couldn't update the gift registry.","We couldn't update the gift registry.",module,Magento_GiftRegistry
"You removed this %1 from the update.","You removed this %1 from the update.",module,Magento_Staging
"Adjust Fixed Price","Adjust Fixed Price",module,Magento_SharedCatalog
"The coupon code has been accepted.","The coupon code has been accepted.",module,Magento_Sales
"Product Name","Назва товару",module,Magento_GiftRegistry
"Block Custom Width","Користувацька ширина блоку",module,Magento_CatalogEvent
"Item not found or already ordered","Item not found or already ordered",module,Magento_Multishipping
"This entity needs to be assigned to a store view. Verify the entity assignment and try again.","Цей об'єкт має бути закріплений за магазином. Перевірте це та повторіть спробу.",module,Magento_AdminGws
"Add Locale","Add Locale",module,Magento_Customer
"Category Flat Data","Пласкі дані категорії",module,Magento_Catalog
"Buyer added or changed the shipping address. You may want to offer the shipping price or / and review the offer amount.","Buyer added or changed the shipping address. You may want to offer the shipping price or / and review the offer amount.",module,Magento_NegotiableQuote
"Capture Online","Capture Online",module,Magento_Sales
"Invalid XML in file %1:\n%2","Invalid XML in file %1:\n%2",module,Magento_Config
"Verify for Specific Countries","Перевірити для Конкретних Країн",module,Magento_Braintree
"Status","Статус",module,Magento_TargetRule
"Customer's Wish List Report","Customer's Wish List Report",module,Magento_MultipleWishlist
"Created At","Створений в",module,Magento_Support
"Customer id %1 does not exist.","Клієнта з ідентифікатором %1 не існує.",module,Magento_CustomerGraphQl
"Create Folder","Create Folder",module,Magento_Cms
"Please wait...","Зачекайте будь ласка...",module,Magento_VersionsCms
"error_message","error_message",module,Magento_Ups
"Force Sign-In","Примусовий вхід",module,Magento_Customer
"Captured amount of %1 online.","Captured amount of %1 online.",module,Magento_Sales
"Store Id","Store Id",module,Magento_SharedCatalog
"We don't have as many "%1" as you requested.","We don't have as many "%1" as you requested.",module,Magento_RequisitionList
"Source Data","Source Data",module,Magento_Logging
"Name","Назва",module,Magento_Integration
"Web","Веб",module,Magento_Backend
"Environment","Середовище",module,Magento_Braintree
"Action","Дія",module,Magento_Wishlist
"Row Total","Підсумок рядка",module,Magento_Tax
"PayPal through Braintree","PayPal через Braintree",module,Magento_Braintree
"Edit Segment '%1'","Edit Segment '%1'",module,Magento_CustomerSegment
"Expires on %1","Expires on %1",module,Magento_Reward
"Label","Етикетка",module,Magento_CustomerCustomAttributes
"Product with SKU %1 is not linked to product with SKU %2","Товар з артикулем %1 не пов'язаний з товаром із артикулем %2",module,Magento_Catalog
"Minimum Password Length","Minimum Password Length",module,Magento_Customer
"Product Link Block Template","Блочний шаблон посилання на товар",module,Magento_Catalog
"Are you sure you want to authorize full order amount?","Are you sure you want to authorize full order amount?",module,Magento_Paypal
"inch","inch",module,Magento_Dhl
"Back to Shopping Cart","Back to Shopping Cart",module,Magento_Multishipping
"Catalog (id:%1) cannot be deleted because it is a public catalog. You must create a new public catalog before you can delete this catalog.","Catalog (id:%1) cannot be deleted because it is a public catalog. You must create a new public catalog before you can delete this catalog.",module,Magento_SharedCatalog
"The password token is expired. Reset and try again.","The password token is expired. Reset and try again.",module,Magento_Customer
"The CMS node with the "%1" ID doesn't exist.","The CMS node with the "%1" ID doesn't exist.",module,Magento_VersionsCms
"The suffix that goes after name (Jr., Sr., etc.)","The suffix that goes after name (Jr., Sr., etc.)",module,Magento_Customer
"Account Setting","Нашалштування Облікового Запису",module,Magento_Backend
"Enter Email","Enter Email",module,Magento_Invitation
"'Add New ' .","'Add New ' .",module,Magento_Ui
"We can't save the address:\n%1","We can't save the address:\n%1",module,Magento_Sales
"Themes JavaScript and CSS files combined to one file.","JavaScript та CSS файли теми об'єднані в один файл.",module,Magento_Backend
"Please enter at least {0} characters","Please enter at least {0} characters",module,Magento_Ui
"Ordered","Замовлено",module,Magento_VersionsCms
"Fee: Mass Pay Request","Fee: Mass Pay Request",module,Magento_Paypal
"Invitations Sent","Invitations Sent",module,Magento_Invitation
"Dispute","Dispute",module,Magento_Paypal
"You need more permissions to save this item.","Вам потрібно більше дозволів для збереження цього елементу.",module,Magento_AdminGws
"Restriction Mode","Restriction Mode",module,Magento_WebsiteRestriction
"Token is not associated with the specified consumer","Token is not associated with the specified consumer",module,Magento_Integration
"N/A. Unavailable","N/A. Unavailable",module,Magento_Paypal
"Start","Початок",module,Magento_TargetRule
"Remove","Вилучити",module,Magento_VisualMerchandiser
"Open Authorization","Open Authorization",module,Magento_Paypal
"Anchor Text for Next","Anchor Text для Наступного",module,Magento_Backend
"The team was successfully deleted.","The team was successfully deleted.",module,Magento_Company
"Manage Encryption Key","Manage Encryption Key",module,Magento_EncryptionKey
"Apply unique images by attribute to each SKU","Apply unique images by attribute to each SKU",module,Magento_ConfigurableProduct
"Tax","Податок",module,Magento_CustomerSegment
"Enter https protocol to use Secure URLs on Storefront.","Введіть протокол https, щоб використовувати захищені URL-адреси в Вітрині.",module,Magento_Backend
"Settings","Налаштування",module,Magento_Theme
"Country","Країна",module,Magento_CustomerCustomAttributes
"A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.","A reversal has occurred on this transaction due to your customer triggering a money-back guarantee.",module,Magento_Paypal
"Proceed through checkout faster","Приступити до оформлення замовлення швидше",theme,frontend/Magento/luma
"Create New Order in %1","Create New Order in %1",module,Magento_Sales
"Unsubscription Email Template","Unsubscription Email Template",module,Magento_Newsletter
